name	type	units	low_cutoff	high_cutoff	sampling_frequency	notch	resection	status_description	hemisphere	lobe	dataset
A1	ECOG	µV	0.08	300	1000	not applied	resected	normal	L	occipital	trained
A2	ECOG	µV	0.08	300	1000	not applied	resected	normal	L	occipital	trained
A3	ECOG	µV	0.08	300	1000	not applied	resected	normal	L	occipital	trained
A4	ECOG	µV	0.08	300	1000	not applied	resected	normal	L	occipital	trained
A5	ECOG	µV	0.08	300	1000	not applied	resected	normal	L	occipital	trained
A6	ECOG	µV	0.08	300	1000	not applied	resected	normal	L	occipital	trained
A7	ECOG	µV	0.08	300	1000	not applied	resected	normal	L	occipital	trained
A8	ECOG	µV	0.08	300	1000	not applied	resected	normal	L	occipital	trained
A9	ECOG	µV	0.08	300	1000	not applied	resected	normal	L	occipital	trained
A10	ECOG	µV	0.08	300	1000	not applied	resected	normal	L	occipital	trained
A11	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	parietal	trained
A12	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	occipital	trained
A13	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	occipital	trained
A14	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	L	occipital	other
A15	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	L	occipital	other
A16	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	parietal	trained
A17	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	parietal	trained
A18	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	parietal	trained
A19	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	parietal	trained
A20	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	parietal	trained
A21	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	central	trained
A22	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	parietal	trained
A23	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	parietal	trained
A24	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	parietal	trained
A25	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	parietal	trained
A26	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	parietal	trained
A27	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	parietal	trained
A28	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	occipital	trained
A29	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	central	trained
A30	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	parietal	trained
A31	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	parietal	trained
A32	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	parietal	trained
A33	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	parietal	trained
A34	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	temporal	trained
A35	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	occipital	trained
A36	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	occipital	trained
A37	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	parietal	trained
A38	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	parietal	trained
A39	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	parietal	trained
A40	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	parietal	trained
A41	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	temporal	trained
A42	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	occipital	trained
A43	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	occipital	trained
A44	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	occipital	trained
A45	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	parietal	trained
A46	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	temporal	trained
A47	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	temporal	trained
A48	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	temporal	trained
A49	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	temporal	trained
A50	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	temporal	trained
A51	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	occipital	trained
A52	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	occipital	trained
A53	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	temporal	trained
A54	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	temporal	trained
A55	ECOG	µV	0.08	300	1000	not applied	resected	normal	L	temporal	trained
A56	ECOG	µV	0.08	300	1000	not applied	resected	normal	L	temporal	trained
A57	ECOG	µV	0.08	300	1000	not applied	resected	normal	L	occipital	trained
A58	ECOG	µV	0.08	300	1000	not applied	resected	normal	L	occipital	trained
A59	ECOG	µV	0.08	300	1000	not applied	resected	normal	L	occipital	trained
A60	ECOG	µV	0.08	300	1000	not applied	resected	normal	L	occipital	trained
A61	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	occipital	trained
A62	ECOG	µV	0.08	300	1000	not applied	resected	normal	L	occipital	trained
A63	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	L	occipital	trained
A64	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	L	occipital	trained
B1	ECOG	µV	0.08	300	1000	not applied	resected	artifact	L	occipital	unused
B2	ECOG	µV	0.08	300	1000	not applied	resected	normal	L	occipital	trained
B3	ECOG	µV	0.08	300	1000	not applied	resected	normal	L	occipital	trained
B4	ECOG	µV	0.08	300	1000	not applied	resected	normal	L	occipital	trained
