name	type	units	low_cutoff	high_cutoff	sampling_frequency	notch	resection	status_description	hemisphere	lobe	dataset
A1	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	occipital	trained
A2	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	parietal	trained
A3	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	parietal	trained
A4	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	parietal	other
A5	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	parietal	other
A6	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	central	other
A7	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	frontal	other
A8	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	frontal	other
A9	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
A10	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
A11	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A12	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A13	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	R	temporal	trained
A14	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	R	temporal	trained
A15	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	R	temporal	trained
A16	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A17	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A18	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A19	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	R	temporal	trained
A20	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	R	temporal	trained
A21	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A22	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A23	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A24	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	temporal	trained
A25	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	occipital	other
A26	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	occipital	other
A27	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A28	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A29	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A30	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A31	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A32	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A33	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	frontal	trained
A34	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	temporal	trained
A35	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	temporal	trained
A36	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	temporal	trained
A37	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	temporal	trained
A38	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	temporal	trained
A39	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	temporal	trained
A40	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	parietal	trained
A41	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
A42	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
A43	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
A44	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	central	trained
A45	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	parietal	trained
A46	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	parietal	other
A47	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	parietal	other
A48	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	parietal	trained
A49	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
A50	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
A51	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
A52	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	central	trained
A53	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	central	trained
A54	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	parietal	other
A55	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	parietal	other
A56	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	parietal	other
A57	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
A58	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
A59	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
A60	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	central	trained
A61	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	central	trained
A62	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	parietal	trained
A63	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	parietal	other
A64	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	parietal	other
B1	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
B2	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
B3	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	central	trained
B4	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	central	trained
B5	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	central	trained
B6	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	parietal	trained
B7	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	parietal	trained
B8	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	parietal	other
B9	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
B10	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
B11	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
B12	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	central	trained
B13	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	central	trained
B14	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	central	trained
B15	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	parietal	trained
B16	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	parietal	other
B17	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
B18	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
B19	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
B20	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
B21	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	central	trained
B22	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	central	trained
B23	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	central	trained
B24	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	central	trained
B25	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
B26	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
B27	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
B28	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
B29	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
B30	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
B31	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	central	trained
B32	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	central	trained
B33	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	occipital	trained
B34	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	occipital	trained
B35	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	occipital	trained
B36	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	occipital	trained
B37	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	parietal	trained
B38	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	parietal	trained
B39	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	temporal	trained
B40	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	parietal	trained
B41	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	occipital	trained
B42	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	parietal	trained
B43	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	parietal	trained
B44	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	parietal	trained
B45	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	parietal	trained
B46	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	parietal	trained
B47	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	parietal	trained
B48	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	parietal	trained
B49	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	parietal	trained
B50	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	parietal	trained
B51	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	parietal	trained
B52	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	parietal	trained
B53	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	parietal	other
B54	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	central	other
B55	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
B56	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
B57	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
B58	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
B59	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
B60	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
B61	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
B62	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
B63	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
B64	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	frontal	trained
