name	type	units	low_cutoff	high_cutoff	sampling_frequency	notch	resection	status_description	hemisphere	lobe	dataset
A1	ECOG	µV	0.08	300	1000	not applied	resected	spiking	L	temporal	other
A2	ECOG	µV	0.08	300	1000	not applied	resected	artifact	L	temporal	unused
A3	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	L	temporal	trained
A4	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	L	temporal	trained
A5	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	L	temporal	trained
A6	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	L	temporal	trained
A7	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	L	temporal	trained
A8	ECOG	µV	0.08	300	1000	not applied	resected	spiking	L	temporal	other
A9	ECOG	µV	0.08	300	1000	not applied	resected	artifact	L	temporal	unused
A10	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	L	temporal	trained
A11	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	L	temporal	trained
A12	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	L	temporal	trained
A13	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	L	temporal	trained
A14	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	L	temporal	trained
A15	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	L	temporal	other
A16	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	temporal	trained
A17	ECOG	µV	0.08	300	1000	not applied	resected	normal	L	temporal	trained
A18	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	L	temporal	trained
A19	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	L	temporal	trained
A20	ECOG	µV	0.08	300	1000	not applied	resected	artifact	L	temporal	unused
A21	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	parietal	trained
A22	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	occipital	trained
A23	ECOG	µV	0.08	300	1000	not applied	preserved	normal	L	occipital	trained
