name	type	units	low_cutoff	high_cutoff	sampling_frequency	notch	resection	status_description	hemisphere	lobe	dataset
A1	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A2	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A3	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A4	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A5	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A6	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A7	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	R	temporal	trained
A8	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	R	temporal	trained
A9	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A10	ECOG	µV	0.08	300	1000	not applied	resected	artifact	R	temporal	unused
A11	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	R	temporal	trained
A12	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	R	temporal	trained
A13	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A14	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A15	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A16	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A17	ECOG	µV	0.08	300	1000	not applied	resected	artifact	R	temporal	unused
A18	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A19	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A20	ECOG	µV	0.08	300	1000	not applied	resected	artifact	R	temporal	unused
A21	ECOG	µV	0.08	300	1000	not applied	resected	artifact	R	temporal	unused
A22	ECOG	µV	0.08	300	1000	not applied	resected	artifact	R	temporal	unused
A23	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A24	ECOG	µV	0.08	300	1000	not applied	resected	artifact	R	temporal	unused
A25	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	occipital	trained
A26	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	occipital	trained
A27	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	occipital	other
A28	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	occipital	other
A29	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	temporal	other
A30	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A31	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A32	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A33	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	occipital	other
A34	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	occipital	other
A35	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	temporal	other
