name	type	units	low_cutoff	high_cutoff	sampling_frequency	notch	resection	status_description	hemisphere	lobe	dataset
A1	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A2	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	R	temporal	trained
A3	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	R	temporal	trained
A4	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A5	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A6	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A7	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A8	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A9	ECOG	µV	0.08	300	1000	not applied	resected	artifact	R	temporal	unused
A10	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A11	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	R	temporal	trained
A12	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	R	temporal	trained
A13	ECOG	µV	0.08	300	1000	not applied	resected	artifact	R	temporal	unused
A14	ECOG	µV	0.08	300	1000	not applied	resected	artifact	R	temporal	unused
A15	ECOG	µV	0.08	300	1000	not applied	resected	artifact	R	temporal	unused
A16	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A17	ECOG	µV	0.08	300	1000	not applied	resected	seizure onset zone	R	temporal	trained
A18	ECOG	µV	0.08	300	1000	not applied	resected	artifact	R	temporal	unused
A19	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A20	ECOG	µV	0.08	300	1000	not applied	resected	normal	R	temporal	trained
A21	ECOG	µV	0.08	300	1000	not applied	preserved	artifact	R	parietal	unused
A22	ECOG	µV	0.08	300	1000	not applied	preserved	artifact	R	parietal	unused
A23	ECOG	µV	0.08	300	1000	not applied	preserved	artifact	R	parietal	unused
A24	ECOG	µV	0.08	300	1000	not applied	preserved	artifact	R	parietal	unused
A25	ECOG	µV	0.08	300	1000	not applied	resected	artifact	R	occipital	unused
A26	ECOG	µV	0.08	300	1000	not applied	resected	artifact	R	temporal	unused
A27	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A28	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A29	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A30	ECOG	µV	0.08	300	1000	not applied	preserved	artifact	R	temporal	unused
A31	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	parietal	other
A32	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	occipital	other
A33	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	occipital	other
A34	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	occipital	other
A35	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	occipital	trained
A36	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	temporal	trained
A37	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	temporal	trained
A38	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	temporal	other
A39	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A40	ECOG	µV	0.08	300	1000	not applied	resected	spiking	R	temporal	other
A41	ECOG	µV	0.08	300	1000	not applied	preserved	artifact	R	parietal	unused
A42	ECOG	µV	0.08	300	1000	not applied	preserved	spiking	R	parietal	other
A43	ECOG	µV	0.08	300	1000	not applied	preserved	artifact	R	parietal	unused
A44	ECOG	µV	0.08	300	1000	not applied	preserved	artifact	R	parietal	unused
A45	ECOG	µV	0.08	300	1000	not applied	preserved	artifact	R	parietal	unused
A46	ECOG	µV	0.08	300	1000	not applied	preserved	normal	R	parietal	trained
A47	ECOG	µV	0.08	300	1000	not applied	preserved	artifact	R	parietal	unused
A48	ECOG	µV	0.08	300	1000	not applied	preserved	artifact	R	parietal	unused
